Estructura,N,Trial,Preprocesamiento_ns,TiempoBatch_s,Throughput,Memoria_Bytes
Hybrid_2,1048576,7,37645658,0.150127,6661041.816515,33554472
Hybrid_3,1048576,7,15587622,0.219141,4563262.157472,10695520
Fischer_Heun,1048576,7,15161337,0.051640,19364946.712121,17575108
Naive,1048576,8,264,219.296062,4560.045412,0
Block_Decomp,1048576,8,2598422,1.210080,826391.452992,4096
Sparse_Table,1048576,8,193936601,0.038704,25837121.442894,96468992
Segment_Tree,1048576,8,13819437,0.524432,1906825.293124,16777220
Hybrid_1,1048576,8,6814875,0.126798,7886570.858343,3774888
Hybrid_2,1048576,8,42275165,0.155124,6446445.765020,33554472
Hybrid_3,1048576,8,15934611,0.235496,4246361.061779,10695520
Fischer_Heun,1048576,8,16446166,0.055867,17899768.598951,17569308
Naive,1048576,9,307,233.840893,4276.411989,0
Block_Decomp,1048576,9,2256351,1.157888,863641.269865,4096
Sparse_Table,1048576,9,188587950,0.036420,27457679.958390,96468992
Segment_Tree,1048576,9,10982311,0.502816,1988798.842287,16777220
Hybrid_1,1048576,9,6385051,0.114900,8703211.329193,3774888
Hybrid_2,1048576,9,40698839,0.151224,6612714.411479,33554472
Hybrid_3,1048576,9,15351599,0.221382,4517079.606490,10695520
Fischer_Heun,1048576,9,15438156,0.053280,18768775.814105,17574908
Naive,1048576,10,243,229.744502,4352.661297,0
Block_Decomp,1048576,10,2318218,1.153207,867146.664661,4096
Sparse_Table,1048576,10,210416638,0.042517,23520213.424298,96468992
Segment_Tree,1048576,10,14747254,0.562564,1777575.254284,16777220
Hybrid_1,1048576,10,6274381,0.116659,8572011.051825,3774888
Hybrid_2,1048576,10,39333229,0.152287,6566534.932564,33554472
Hybrid_3,1048576,10,15388616,0.226906,4407112.519021,10695520
Fischer_Heun,1048576,10,15278841,0.054101,18483882.119485,17567308
Naive,1048576,11,319,241.195557,4146.013346,0
Block_Decomp,1048576,11,2205989,1.110312,900648.150631,4096
Sparse_Table,1048576,11,221434706,0.036852,27135564.886210,96468992
Segment_Tree,1048576,11,13173217,0.501115,1995551.424968,16777220
Hybrid_1,1048576,11,5859241,0.112684,8874412.946491,3774888
Hybrid_2,1048576,11,37736592,0.160946,6213254.231979,33554472
Hybrid_3,1048576,11,15410792,0.229636,4354725.373033,10695520
Fischer_Heun,1048576,11,15104919,0.051110,19565677.184718,17567008
Naive,1048576,12,402,216.749720,4613.616099,0
Block_Decomp,1048576,12,2221560,1.067025,937185.184560,4096
Sparse_Table,1048576,12,181542616,0.038726,25822344.182875,96468992
Segment_Tree,1048576,12,10378105,0.478830,2088422.872083,16777220
Hybrid_1,1048576,12,5769415,0.111448,8972781.363835,3774888
Hybrid_2,1048576,12,40271324,0.149523,6687949.281803,33554472
Hybrid_3,1048576,12,14840629,0.222261,4499217.761501,10695520
Fischer_Heun,1048576,12,14897965,0.050215,19914311.902175,17571908
Naive,1048576,13,333,214.492719,4662.162911,0
Block_Decomp,1048576,13,2275152,1.099569,909447.630830,4096
Sparse_Table,1048576,13,201395090,0.037670,26546164.776027,96468992
Segment_Tree,1048576,13,13743641,0.495187,2019438.823275,16777220
Hybrid_1,1048576,13,5946658,0.110602,9041416.868141,3774888
Hybrid_2,1048576,13,37630557,0.151514,6600035.654713,33554472
Hybrid_3,1048576,13,15413903,0.255366,3915951.555826,10695520
Fischer_Heun,1048576,13,16217699,0.070094,14266533.949857,17572908
Naive,1048576,14,276,236.160847,4234.402164,0
Block_Decomp,1048576,14,2391834,1.212232,824924.334455,4096
Sparse_Table,1048576,14,201192702,0.042753,23390295.095238,96468992
Segment_Tree,1048576,14,14775847,0.588931,1697992.701966,16777220
Hybrid_1,1048576,14,6737881,0.131327,7614577.499457,3774888
Hybrid_2,1048576,14,43037083,0.178348,5607007.638146,33554472
Hybrid_3,1048576,14,17141522,0.249289,4011401.317143,10695520
Fischer_Heun,1048576,14,17075030,0.072139,13862033.317148,17574908
Naive,1048576,15,217,244.393826,4091.756392,0
Block_Decomp,1048576,15,3285008,1.656404,603717.546795,4096
Sparse_Table,1048576,15,223272240,0.046140,21673328.325350,96468992
Segment_Tree,1048576,15,17330978,0.683595,1462853.703964,16777220
Hybrid_1,1048576,15,7315027,0.153328,6521956.538438,3774888
Hybrid_2,1048576,15,48467437,0.225580,4433008.425438,33554472
Hybrid_3,1048576,15,21251153,0.344642,2901559.372577,10695520
Fischer_Heun,1048576,15,24723690,0.092391,10823509.888700,17570708
Naive,1048576,16,213,266.208257,3756.457483,0
Block_Decomp,1048576,16,2328560,1.247417,801656.785361,4096
Sparse_Table,1048576,16,195437613,0.041502,24095289.351656,96468992
Segment_Tree,1048576,16,14389257,0.544171,1837658.276175,16777220
Hybrid_1,1048576,16,6738914,0.121851,8206767.807913,3774888
Hybrid_2,1048576,16,40850567,0.164815,6067421.613691,33554472
Hybrid_3,1048576,16,15633410,0.236396,4230195.191655,10695520
Fischer_Heun,1048576,16,16330605,0.057301,17451558.966087,17573508
Naive,1048576,17,377,225.717569,4430.315311,0
Block_Decomp,1048576,17,2309655,1.160991,861333.007697,4096
Sparse_Table,1048576,17,194158270,0.040883,24460045.713869,96468992
Segment_Tree,1048576,17,14154177,0.542642,1842835.842334,16777220
Hybrid_1,1048576,17,6106048,0.122743,8147130.330173,3774888
Hybrid_2,1048576,17,40571997,0.158674,6302217.416291,33554472
Hybrid_3,1048576,17,15651466,0.238037,4201032.918886,10695520
Fischer_Heun,1048576,17,16939414,0.081896,12210670.453114,17575208
Naive,1048576,18,187,240.866455,4151.678161,0
Block_Decomp,1048576,18,2865542,1.351032,740174.698993,4096
Sparse_Table,1048576,18,217022510,0.047122,21221568.668646,96468992
Segment_Tree,1048576,18,15838746,0.657161,1521696.122671,16777220
Hybrid_1,1048576,18,6775449,0.146682,6817487.673982,3774888
Hybrid_2,1048576,18,45009052,0.199416,5014634.106420,33554472
Hybrid_3,1048576,18,17941780,0.291613,3429197.121838,10695520
Fischer_Heun,1048576,18,22705222,0.079599,12563046.076353,17575208
Naive,1048576,19,214,229.131249,4364.310863,0
Block_Decomp,1048576,19,2292818,1.165366,858099.770289,4096
Sparse_Table,1048576,19,191775154,0.041206,24268276.870073,96468992
Segment_Tree,1048576,19,11420010,0.539844,1852387.346161,16777220
Hybrid_1,1048576,19,6088985,0.123456,8100044.885589,3774888
Hybrid_2,1048576,19,42555953,0.166463,6007345.301247,33554472
Hybrid_3,1048576,19,16402307,0.239121,4181984.299359,10695520
Fischer_Heun,1048576,19,15446572,0.060718,16469446.689505,17572808
Naive,1048576,20,175,227.136585,4402.637303,0
Block_Decomp,1048576,20,2321964,1.151470,868455.071274,4096
Sparse_Table,1048576,20,188970147,0.038958,25668541.659517,96468992
Segment_Tree,1048576,20,10940889,0.528259,1893011.828899,16777220
Hybrid_1,1048576,20,6262653,0.117965,8477096.052068,3774888
Hybrid_2,1048576,20,43533711,0.167093,5984679.627113,33554472
Hybrid_3,1048576,20,15575898,0.230975,4329474.180036,10695520
Fischer_Heun,1048576,20,15553611,0.059964,16676771.400404,17574508
Naive,1048576,21,314,226.708264,4410.955222,0
Block_Decomp,1048576,21,2325016,1.154018,866537.466912,4096
Sparse_Table,1048576,21,190740595,0.040964,24411537.312412,96468992
Segment_Tree,1048576,21,13511359,0.532294,1878662.787742,16777220
Hybrid_1,1048576,21,6524213,0.119566,8363558.187177,3774888
Hybrid_2,1048576,21,39985844,0.166328,6012217.294495,33554472
Hybrid_3,1048576,21,15741350,0.229328,4360569.281913,10695520
Fischer_Heun,1048576,21,15193372,0.057236,17471645.048855,17574408
Naive,1048576,22,278,226.367732,4417.590756,0
Block_Decomp,1048576,22,2376289,1.216950,821726.587039,4096
Sparse_Table,1048576,22,195997357,0.044703,22370005.437701,96468992
Segment_Tree,1048576,22,14946977,0.585517,1707892.609653,16777220
Hybrid_1,1048576,22,6409683,0.134567,7431242.318975,3774888
Hybrid_2,1048576,22,46085456,0.185064,5403529.504419,33554472
Hybrid_3,1048576,22,17116248,0.254969,3922041.979467,10695520
Fischer_Heun,1048576,22,17209192,0.066615,15011706.804493,17567208
Naive,1048576,23,264,215.535008,4639.617524,0
Block_Decomp,1048576,23,2191171,1.072448,932446.077571,4096
Sparse_Table,1048576,23,181098351,0.038085,26257022.112351,96468992
Segment_Tree,1048576,23,10643471,0.487097,2052979.286106,16777220
Hybrid_1,1048576,23,5683645,0.107114,9335858.247316,3774888
Hybrid_2,1048576,23,39769139,0.145824,6857580.848872,33554472
Hybrid_3,1048576,23,14906896,0.218634,4573850.882856,10695520
Fischer_Heun,1048576,23,14453956,0.051221,19523104.823396,17570208
Naive,1048576,24,270,214.885766,4653.635370,0
Block_Decomp,1048576,24,2270977,1.073553,931486.397753,4096
Sparse_Table,1048576,24,179657304,0.036810,27166361.828393,96468992
Segment_Tree,1048576,24,11490152,0.525607,1902562.868240,16777220
Hybrid_1,1048576,24,5902905,0.110921,9015426.043070,3774888
Hybrid_2,1048576,24,40354491,0.145294,6882581.128700,33554472
Hybrid_3,1048576,24,16158636,0.222028,4503940.761253,10695520
Fischer_Heun,1048576,24,14957278,0.051080,19576987.885036,17567508
Naive,1048576,25,172,214.601304,4659.803932,0
Block_Decomp,1048576,25,2292101,1.073158,931829.181998,4096
Sparse_Table,1048576,25,178212936,0.035174,28430477.574309,96468992
Segment_Tree,1048576,25,12528470,0.476386,2099136.789611,16777220
Hybrid_1,1048576,25,5852304,0.106987,9346918.206568,3774888
Hybrid_2,1048576,25,37519731,0.140042,7140704.883400,33554472
Hybrid_3,1048576,25,15359359,0.220865,4527647.165093,10695520
Fischer_Heun,1048576,25,14893106,0.054698,18282160.985799,17573208
Naive,1048576,26,282,214.585189,4660.153875,0
Block_Decomp,1048576,26,2272547,1.082762,923564.077552,4096
Sparse_Table,1048576,26,186243134,0.037738,26498605.444642,96468992
Segment_Tree,1048576,26,13695426,0.499913,2000348.692783,16777220
Hybrid_1,1048576,26,5823895,0.110322,9064405.839482,3774888
Hybrid_2,1048576,26,37779488,0.143893,6949588.491237,33554472
Hybrid_3,1048576,26,14854187,0.220191,4541509.336294,10695520
Fischer_Heun,1048576,26,14758731,0.051157,19547539.361609,17573308
Naive,1048576,27,261,214.064818,4671.482252,0
Block_Decomp,1048576,27,2290563,1.081357,924763.552085,4096
Sparse_Table,1048576,27,188723863,0.036632,27298166.434027,96468992
Segment_Tree,1048576,27,13504064,0.493086,2028043.028624,16777220
Hybrid_1,1048576,27,5803350,0.110539,9046608.670668,3774888
Hybrid_2,1048576,27,37660082,0.145978,6850364.253391,33554472
Hybrid_3,1048576,27,15227979,0.222786,4488618.696586,10695520
Fischer_Heun,1048576,27,14927008,0.050332,19868004.527759,17568408
Naive,1048576,28,229,213.767628,4677.976778,0
Block_Decomp,1048576,28,2202453,1.085624,921129.596441,4096
Sparse_Table,1048576,28,180707710,0.036431,27448966.606795,96468992
Segment_Tree,1048576,28,10395413,0.488195,2048362.649203,16777220
Hybrid_1,1048576,28,5901393,0.110573,9043786.605235,3774888
Hybrid_2,1048576,28,39632743,0.145926,6852772.761719,33554472
Hybrid_3,1048576,28,15628953,0.232573,4299732.457747,10695520
Fischer_Heun,1048576,28,16266059,0.051953,19248312.216555,17571908
Naive,1048576,29,240,214.291032,4666.550872,0
Block_Decomp,1048576,29,2287424,1.135224,880883.422692,4096
Sparse_Table,1048576,29,182286019,0.036754,27207793.400342,96468992
Segment_Tree,1048576,29,13024872,0.487715,2050376.647014,16777220
Hybrid_1,1048576,29,5926147,0.104644,9556236.656149,3774888
Hybrid_2,1048576,29,36509257,0.144487,6921058.093022,33554472
Hybrid_3,1048576,29,14843197,0.216451,4619978.537243,10695520
Fischer_Heun,1048576,29,14641129,0.048243,20728320.208437,17572208
Naive,1048576,30,301,214.243008,4667.596898,0
Block_Decomp,1048576,30,2292266,1.087466,919568.951723,4096
Sparse_Table,1048576,30,181509855,0.036630,27300050.404083,96468992
Segment_Tree,1048576,30,13150048,0.488919,2045328.400290,16777220
Hybrid_1,1048576,30,5720611,0.105324,9494499.912157,3774888
Hybrid_2,1048576,30,36750326,0.147660,6772320.877141,33554472
Hybrid_3,1048576,30,14921712,0.217720,4593055.047232,10695520
Fischer_Heun,1048576,30,14593798,0.048802,20490858.935620,17568008
